Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"PERMANGANTO DE POTASSIO 100 MG","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","0","0","","correto","1","1","","correto","20","20","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","20","20","","correto","0","0","","correto","20","20","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","20","20","","correto",
"MICONAZOL, NITRATO 0,02 MG/G -  80 G CREME VAGINAL","Olavo",82.61,"3","3","","correto","5","5","","correto","6","6","","correto","10","10","","correto","17","17","","correto","37","37","","correto","14","14","","correto","70","70","","correto","8","8","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","3","2","1","incorreto","8","6","2","incorreto","2","0","2","incorreto","168","168","","correto",
"COMPLEXO B CP","Olavo",95.65,"3","3","","correto","7","7","","correto","10","10","","correto","14","14","","correto","22","22","","correto","45","45","","correto","18","18","","correto","81","81","","correto","300","300","","correto","60","60","","correto","60","60","","correto","60","60","","correto","75","75","","correto","75","75","","correto","60","60","","correto","75","75","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","75","75","","correto","225","225","","correto","-225","0","-225","incorreto","7088","7088","","correto",
"ENOXAPARINA SÓDICA 40 MG/0,4ML - CLEXANE","Olavo",82.61,"3","3","","correto","7","7","","correto","11","11","","correto","14","14","","correto","21","21","","correto","37","37","","correto","18","18","","correto","62","62","","correto","81","81","","correto","32","32","","correto","32","32","","correto","29","29","","correto","31","31","","correto","32","32","","correto","30","30","","correto","31","31","","correto","24","24","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","34","32","2","incorreto","81","96","-15","incorreto","-2","13","-15","incorreto","1772","1772","","correto",
"AGULHA PARA CANETA DE INSULINA 4MM","Olavo",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","960","960","","correto","330","330","","correto","405","405","","correto","365","365","","correto","365","365","","correto","350","350","","correto","390","390","","correto","350","350","","correto","420","420","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","420","420","","correto","1260","1260","","correto","-650","0","-650","incorreto","39230","39230","","correto",
"OLEO MINERAL 100 ML","Olavo",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","23","23","","correto","47","47","","correto","21","21","","correto","81","81","","correto","11","11","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","4","4","","correto","12","12","","correto","12","0","12","incorreto","351","351","","correto",
"HALOPERIDOL,DECANOATO 70,52MG/ML","Olavo",95.65,"1","1","","correto","2","2","","correto","3","3","","correto","5","5","","correto","8","8","","correto","16","16","","correto","6","6","","correto","35","35","","correto","13","13","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","4","4","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","3","3","","correto","13","13","","correto","-4","0","-4","incorreto","167","167","","correto",
"COLCHICINA0,5MG","Olavo",91.30,"0","0","","correto","1","1","","correto","2","2","","correto","3","3","","correto","4","4","","correto","8","8","","correto","3","3","","correto","14","14","","correto","30","30","","correto","0","0","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","8","8","","correto","30","30","","correto","30","0","30","incorreto","420","420","","correto",
"DOXAZOSINA MESILATO 4MG","Olavo",78.26,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","25","25","","correto","44","44","","correto","21","21","","correto","69","69","","correto","210","210","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","115","90","25","incorreto","210","270","-60","incorreto","210","120","90","incorreto","6023","6023","","correto",
"FENOBARBITAL 200 MG/ ML - AMPOLA","Olavo",86.96,"0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","2","2","","correto","3","3","","correto","1","1","","correto","5","5","","correto","16","16","","correto","0","0","","correto","0","0","","correto","0","0","","correto","8","8","","correto","5","5","","correto","2","2","","correto","8","8","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","1","-1","incorreto","16","16","","correto","16","0","16","incorreto","28","28","","correto",
"BUSCOPAM SIMPLES GOTAS","Olavo",82.61,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","43","43","","correto","22","22","","correto","43","43","","correto","19","19","","correto","4","4","","correto","4","4","","correto","5","5","","correto","4","4","","correto","3","3","","correto","5","5","","correto","4","4","","correto","5","5","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","4","5","-1","incorreto","19","15","4","incorreto","4","0","4","incorreto","238","238","","correto",
"ESOMEPRAZOL 40MG","Olavo",95.65,"1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","28","28","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","1","-1","incorreto","28","28","","correto","28","28","","correto","28","28","","correto",
"TIAMINA 300 MG - CP","Olavo",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","25","25","","correto","51","51","","correto","21","21","","correto","85","85","","correto","559","559","","correto","120","120","","correto","120","120","","correto","150","150","","correto","160","160","","correto","150","150","","correto","150","150","","correto","160","160","","correto","180","180","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","180","180","","correto","540","540","","correto","540","0","540","incorreto","16830","16830","","correto",
"NIFEDIPINA 20MG","Olavo",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","51","51","","correto","22","22","","correto","88","88","","correto","600","600","","correto","195","195","","correto","195","195","","correto","195","195","","correto","195","195","","correto","210","210","","correto","210","210","","correto","180","180","","correto","255","255","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","255","255","","correto","765","765","","correto","-345","0","-345","incorreto","23230","23230","","correto",
"BUPROPIONA 150 MG - ASSISTENCIAL","Olavo",95.65,"2","2","","correto","3","3","","correto","5","5","","correto","6","6","","correto","9","9","","correto","11","11","","correto","8","8","","correto","12","12","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","30","30","","correto","60","60","","correto","45","45","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","10","11","-1","incorreto","60","60","","correto","30","30","","correto","570","570","","correto",
"LEVONORGESTREL 0,75 MG","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto","0","0","","correto","6","6","","correto","4","4","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto","0","0","","correto","2","2","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","13","13","","correto",
"ACIDO TRANEXÂMICO 250MG - TRANSAMIN","Olavo",78.26,"2","2","","correto","5","5","","correto","9","9","","correto","13","13","","correto","21","21","","correto","41","41","","correto","17","17","","correto","69","69","","correto","144","144","","correto","70","70","","correto","60","60","","correto","48","48","","correto","48","48","","correto","44","44","","correto","44","44","","correto","48","48","","correto","44","44","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","68","70","-2","incorreto","144","210","-66","incorreto","144","0","144","incorreto","3576","3576","","correto",
"LEITE NAN SUPREME 1- 800G","Olavo",82.61,"1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","5","5","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","5.ENTRANTES","","incorreto","0","2","-2","incorreto","2","6","-4","incorreto","2","6","-4","incorreto","9","9","","correto",
"DIAZEPAM 10 MG/ 2ML - AMP","Olavo",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","50","50","","correto","22","22","","correto","84","84","","correto","15","15","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","4","4","","correto","5","5","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","15","15","","correto","-33","0","-33","incorreto","393","393","","correto",
"CLORPROMAZINA, CLORIDRATO 25MG","Olavo",82.61,"2","2","","correto","6","6","","correto","8","8","","correto","11","11","","correto","20","20","","correto","43","43","","correto","16","16","","correto","76","76","","correto","220","220","","correto","60","60","","correto","60","60","","correto","90","90","","correto","90","90","","correto","75","75","","correto","90","90","","correto","60","60","","correto","90","90","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","123","90","33","incorreto","220","270","-50","incorreto","20","70","-50","incorreto","6431","6431","","correto",
"BUSCOPAM SIMPLES CP","Olavo",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","51","51","","correto","22","22","","correto","85","85","","correto","520","520","","correto","30","30","","correto","60","60","","correto","60","60","","correto","70","70","","correto","68","68","","correto","60","60","","correto","60","60","","correto","80","80","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","80","80","","correto","240","240","","correto","-20","0","-20","incorreto","7639","7639","","correto",
"DEXAMETASONA 4 MG","Olavo",86.96,"0","0","","correto","2","2","","correto","5","5","","correto","6","6","","correto","8","8","","correto","24","24","","correto","7","7","","correto","52","52","","correto","150","150","","correto","0","0","","correto","25","25","","correto","30","30","","correto","30","30","","correto","30","30","","correto","40","40","","correto","30","30","","correto","40","40","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","52","53","-1","incorreto","150","150","","correto","150","0","150","incorreto","2730","2730","","correto",
"MORFINA 10MG/ML INJ","Olavo",86.96,"2","2","","correto","5","5","","correto","9","9","","correto","13","13","","correto","19","19","","correto","40","40","","correto","15","15","","correto","62","62","","correto","6","6","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","3","2","1","incorreto","6","6","","correto","-3","0","-3","incorreto","171","171","","correto",
"METRONIDAZOL 40 MG/ML -  SUSPENSÃO ORAL","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","3","3","","correto","0","0","","correto","5","5","","correto","2","2","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto","0","0","","correto","2","2","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","8","8","","correto",
"SINVASTATINA 20MG","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","0","0","","correto","6","6","","correto","60","60","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","30","30","","correto","0","0","","correto","30","30","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","210","210","","correto",
"GUACO XAROPE - MIKANIA GLOMERATA 117,5MG/ML","Olavo",95.65,"1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","-15","0","-15","incorreto","3","3","","correto",
