Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"BISACODIL 5MG - DULCOLAX","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","22","22","","correto","45","45","","correto","19","19","","correto","45","45","","correto","38","38","","correto","11","11","","correto","11","11","","correto","11","11","","correto","8","8","","correto","8","8","","correto","6","6","","correto","8","8","","correto","6","6","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","11","11","","correto","44","44","","correto","44","0","44","incorreto","395","395","","correto",
"POMADA PARA ASSADURA ( NIST+ OX ZINCO) PMD","ESF3",91.30,"2","2","","correto","3","3","","correto","5","5","","correto","8","8","","correto","14","14","","correto","29","29","","correto","12","12","","correto","29","29","","correto","4","4","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","2","2","","correto","8","8","","correto","8","0","8","incorreto","55","55","","correto",
"PROPRANOLOL 40MG","ESF3",91.30,"3","3","","correto","6","6","","correto","9","9","","correto","13","13","","correto","21","21","","correto","38","38","","correto","18","18","","correto","38","38","","correto","300","300","","correto","240","240","","correto","150","150","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","240","240","","correto","960","960","","correto","960","0","960","incorreto","4880","4880","","correto",
"PREDNISONA 20 MG","ESF3",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","45","45","","correto","21","21","","correto","45","45","","correto","260","260","","correto","113","113","","correto","100","100","","correto","100","100","","correto","100","100","","correto","95","95","","correto","90","90","","correto","90","90","","correto","90","90","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","113","113","","correto","452","452","","correto","452","0","452","incorreto","4470","4470","","correto",
"IBUPROFENO 50MG/ML - GOTAS","ESF3",91.30,"3","3","","correto","6","6","","correto","9","9","","correto","11","11","","correto","14","14","","correto","24","24","","correto","12","12","","correto","24","24","","correto","5","5","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","5","5","","correto","5","0","5","incorreto","40","40","","correto",
"FENITOINA 100 MG","ESF3",91.30,"3","3","","correto","7","7","","correto","10","10","","correto","14","14","","correto","22","22","","correto","45","45","","correto","19","19","","correto","45","45","","correto","320","320","","correto","220","220","","correto","220","220","","correto","220","220","","correto","210","210","","correto","170","170","","correto","120","120","","correto","180","180","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","220","220","","correto","880","880","","correto","880","300","580","incorreto","6520","6520","","correto",
"BUSCOPAM COMPOSTO CPR","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","49","49","","correto","22","22","","correto","49","49","","correto","220","220","","correto","80","80","","correto","80","80","","correto","80","80","","correto","80","80","","correto","80","80","","correto","70","70","","correto","70","70","","correto","70","70","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","80","80","","correto","320","320","","correto","320","0","320","incorreto","3560","3560","","correto",
"LEVONORGESTREL 0,15MG+ETINILESTRADIOL 0,03MG- CICLO 21","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","49","49","","correto","22","22","","correto","49","49","","correto","210","210","","correto","84","84","","correto","84","84","","correto","105","105","","correto","105","105","","correto","95","95","","correto","84","84","","correto","84","84","","correto","84","84","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","105","105","","correto","420","420","","correto","420","147","273","incorreto","4158","4158","","correto",
"METFORMINA, CLORIDRATO 850MG","ESF3",86.96,"0","0","","correto","1","1","","correto","2","2","","correto","3","3","","correto","3","3","","correto","4","4","","correto","3","3","","correto","4","4","","correto","70","70","","correto","0","0","","correto","60","60","","correto","40","40","","correto","60","60","","correto","60","60","","correto","45","45","","correto","60","60","","correto","45","45","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","3","4","-1","incorreto","70","70","","correto","70","0","70","incorreto","180","180","","correto",
"CARBONATO DE CALCIO 1.250MG","ESF3",86.96,"4","4","","correto","5","5","","correto","7","7","","correto","9","9","","correto","15","15","","correto","22","22","","correto","14","14","","correto","22","22","","correto","240","240","","correto","75","75","","correto","60","60","","correto","90","90","","correto","90","90","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","36","39","-3","incorreto","240","240","","correto","240","45","195","incorreto","1890","1890","","correto",
"CLORPROMAZINA, CLORIDRATO 100MG","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","47","47","","correto","22","22","","correto","47","47","","correto","220","220","","correto","70","70","","correto","70","70","","correto","70","70","","correto","90","90","","correto","100","100","","correto","100","100","","correto","120","120","","correto","100","100","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","120","120","","correto","480","480","","correto","480","0","480","incorreto","4820","4820","","correto",
"CLONAZEPAM 2MG","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","49","49","","correto","22","22","","correto","49","49","","correto","1460","1460","","correto","850","850","","correto","690","690","","correto","750","750","","correto","750","750","","correto","790","790","","correto","780","780","","correto","750","750","","correto","780","780","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","850","850","","correto","3400","3400","","correto","3400","1440","1960","incorreto","39300","39300","","correto",
"CERUMIN GOTAS","ESF3",91.30,"0","0","","correto","1","1","","correto","4","4","","correto","4","4","","correto","9","9","","correto","16","16","","correto","7","7","","correto","16","16","","correto","2","2","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","2","0","2","incorreto","17","17","","correto",
"CARVEDILOL 25 MG","ESF3",91.30,"3","3","","correto","5","5","","correto","9","9","","correto","11","11","","correto","16","16","","correto","34","34","","correto","15","15","","correto","34","34","","correto","180","180","","correto","90","90","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","90","90","","correto","360","360","","correto","360","0","360","incorreto","2370","2370","","correto",
"ACIDO TRANEXÂMICO 250MG - TRANSAMIN","ESF3",91.30,"2","2","","correto","4","4","","correto","6","6","","correto","7","7","","correto","14","14","","correto","19","19","","correto","12","12","","correto","19","19","","correto","120","120","","correto","30","30","","correto","24","24","","correto","24","24","","correto","24","24","","correto","36","36","","correto","36","36","","correto","36","36","","correto","36","36","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","15","15","","correto","120","120","","correto","120","36","84","incorreto","756","756","","correto",
"CETOCONAZOL + BETAMETASONA POMADA 30 GR","ESF3",91.30,"4","4","","correto","8","8","","correto","11","11","","correto","15","15","","correto","23","23","","correto","42","42","","correto","20","20","","correto","42","42","","correto","13","13","","correto","6","6","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","6","6","","correto","24","24","","correto","24","3","21","incorreto","153","153","","correto",
"CARBAMAZEPINA SUSP. 100 ML- 20 MG/ML","ESF3",91.30,"0","0","","correto","1","1","","correto","2","2","","correto","2","2","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","7","7","","correto","0","0","","correto","6","6","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","7","7","","correto","7","0","7","incorreto","20","20","","correto",
"DEXAMETASONA 0.1% CREME 10 GR","ESF3",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","14","14","","correto","23","23","","correto","44","44","","correto","19","19","","correto","44","44","","correto","20","20","","correto","10","10","","correto","10","10","","correto","10","10","","correto","11","11","","correto","10","10","","correto","9","9","","correto","10","10","","correto","9","9","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","11","11","","correto","44","44","","correto","44","1","43","incorreto","405","405","","correto",
"MORFINA 1MG/ML INJ","Olavo",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","14","14","","correto","22","22","","correto","45","45","","correto","18","18","","correto","81","81","","correto","82","82","","correto","7","7","","correto","3","3","","correto","3","3","","correto","3","3","","correto","4","4","","correto","3","3","","correto","3","3","","correto","5","5","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","7","7","","correto","21","21","","correto","21","0","21","incorreto","851","851","","correto",
"ONDANSETRONA 4 MG","Olavo",91.30,"0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","4","4","","correto","20","20","","correto","0","0","","correto","0","0","","correto","10","10","","correto","10","10","","correto","10","10","","correto","10","10","","correto","10","10","","correto","10","10","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","20","20","","correto","20","0","20","incorreto","50","50","","correto",
"VARFARINA SODICA 5MG - MAREVAN","Olavo",91.30,"3","3","","correto","6","6","","correto","9","9","","correto","12","12","","correto","20","20","","correto","43","43","","correto","17","17","","correto","71","71","","correto","180","180","","correto","60","60","","correto","45","45","","correto","30","30","","correto","45","45","","correto","60","60","","correto","60","60","","correto","30","30","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","60","60","","correto","180","180","","correto","180","0","180","incorreto","5540","5540","","correto",
"AZITROMICINA 500 MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","500","500","","correto","145","145","","correto","120","120","","correto","131","131","","correto","129","129","","correto","109","109","","correto","159","159","","correto","109","109","","correto","173","173","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","173","173","","correto","519","519","","correto","519","254","265","incorreto","17466","17466","","correto",
"SALBUTAMOL, SULFATO 100 MCG/ DOSE -  AEROSOL","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","89","89","","correto","18","18","","correto","7","7","","correto","6","6","","correto","8","8","","correto","8","8","","correto","8","8","","correto","8","8","","correto","7","7","","correto","8","8","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","8","8","","correto","24","24","","correto","24","20","4","incorreto","713","713","","correto",
"DOPAMINA 5 MG/ ML","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","0","0","","correto","1","1","","correto","7","7","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","7","7","","correto","0","0","","correto","7","7","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","7","7","","correto",
"CANETA PARA APLICAÇÃO DE INSULINAS HUMANAS - REUTILIZAVEL","Olavo",91.30,"2","2","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","8","8","","correto","8","8","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","8","8","","correto","8","6","2","incorreto","18","18","","correto",
